作答ID,用户ID,开始时间,结束时间,作答时长,作答渠道,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,Synchronicity,Extrovert,Sensing,Thinking,Judging,Group,Gender,Education,Age,NativeLanguage,Experience_AI,SelfPersonality_IE1,SelfPersonality_IE2,SelfPersonality_IE3,SelfPersonality_IE4,SelfPersonality_SN1,SelfPersonality_SN2,SelfPersonality_SN3,SelfPersonality_SN4,SelfPersonality_FT1,SelfPersonality_FT2,SelfPersonality_FT3,SelfPersonality_FT4,SelfPersonality_PJ1,SelfPersonality_PJ2,SelfPersonality_PJ3,SelfPersonality_PJ4,BrandPersonality_IE1,BrandPersonality_IE2,BrandPersonality_IE3,BrandPersonality_IE4,BrandPersonality_SN1,BrandPersonality_SN2,BrandPersonality_SN3,BrandPersonality_SN4,BrandPersonality_FT1,BrandPersonality_FT2,BrandPersonality_FT3,BrandPersonality_FT4,BrandPersonality_PJ1,BrandPersonality_PJ2,BrandPersonality_PJ3,BrandPersonality_PJ4,InfluencerPersonality_IE1,InfluencerPersonality_IE2,InfluencerPersonality_IE3,InfluencerPersonality_IE4,InfluencerPersonality_SN1,InfluencerPersonality_SN2,InfluencerPersonality_SN3,InfluencerPersonality_SN4,InfluencerPersonality_FT1,InfluencerPersonality_FT2,InfluencerPersonality_FT3,InfluencerPersonality_FT4,InfluencerPersonality_PJ1,InfluencerPersonality_PJ2,InfluencerPersonality_PJ3,InfluencerPersonality_PJ4,ContentMatch_1,ContentMatch_2,ContentMatch_3,ContentMatch_4,ContentMatch_7,ContentMatch_8,ContentMatch_9,ContentMatch_10,ContentMatch_11,ContentMatch_12,ContentMatch_13,ContentMatch_14,ExtendedPersonality_IE1,ExtendedPersonality_IE2,ExtendedPersonality_IE3,ExtendedPersonality_IE4,ExtendedPersonality_SN1,ExtendedPersonality_SN2,ExtendedPersonality_SN3,ExtendedPersonality_SN4,ExtendedPersonality_FT1,ExtendedPersonality_FT2,ExtendedPersonality_FT3,ExtendedPersonality_FT4,ExtendedPersonality_PJ1,ExtendedPersonality_PJ2,ExtendedPersonality_PJ3,ExtendedPersonality_PJ4,TargetingGap_1,TargetingGap_2,TargetingGap_3,TargetingGap_4,TargetingGap_5,DemonstrativeGap_1,DemonstrativeGap_2,DemonstrativeGap_3,DemonstrativeGap_4,DemonstrativeGap_5,PersuasiveGap_1,PersuasiveGap_2,PersuasiveGap_3,PersuasiveGap_5,PersuasiveGap_6,Recall_Brand,Recall_Influencer,ResponseTime1,ResponseTime2,ResponseTime3,Discrepancy1_E,Discrepancy1_I,Discrepancy1_S,Discrepancy1_N,Discrepancy1_T,Discrepancy1_F,Discrepancy1_J,Discrepancy1_P,Discrepancy2_E,Discrepancy2_I,Discrepancy2_S,Discrepancy2_N,Discrepancy2_T,Discrepancy2_F,Discrepancy2_J,Discrepancy2_P,Discrepancy3_E,Discrepancy3_I,Discrepancy3_S,Discrepancy3_N,Discrepancy3_T,Discrepancy3_F,Discrepancy3_J,Discrepancy3_P,Discrepancy4_E,Discrepancy4_I,Discrepancy4_S,Discrepancy4_N,Discrepancy4_T,Discrepancy4_F,Discrepancy4_J,Discrepancy4_P,ABS_Discrepancy1_E,ABS_Discrepancy1_I,ABS_Discrepancy1_S,ABS_Discrepancy1_N,ABS_Discrepancy1_T,ABS_Discrepancy1_F,ABS_Discrepancy1_J,ABS_Discrepancy1_P,ABS_Discrepancy2_E,ABS_Discrepancy2_I,ABS_Discrepancy2_S,ABS_Discrepancy2_N,ABS_Discrepancy2_T,ABS_Discrepancy2_F,ABS_Discrepancy2_J,ABS_Discrepancy2_P,ABS_Discrepancy3_E,ABS_Discrepancy3_I,ABS_Discrepancy3_S,ABS_Discrepancy3_N,ABS_Discrepancy3_T,ABS_Discrepancy3_F,ABS_Discrepancy3_J,ABS_Discrepancy3_P,ABS_Discrepancy4_E,ABS_Discrepancy4_I,ABS_Discrepancy4_S,ABS_Discrepancy4_N,ABS_Discrepancy4_T,ABS_Discrepancy4_F,ABS_Discrepancy4_J,ABS_Discrepancy4_P,filter_$
vwkRPWXY14W,o7jJkYn7,05/01/2025 22:57,05/01/2025 23:09,718,1,112.3.105.79,119.9393911,31.7558433,江苏省,常州市,COMPUTER,Windows,Chrome,1707px*1067px,1,0,1,1,0,9,1,4,2,1,3,4,2,5,2,5,1,4,5,5,2,4,1,4,2,5,1,1,1,4,1,3,2,4,1,5,2,3,2,5,1,5,1,2,1,3,2,5,1,4,1,5,2,3,2,5,2,5,1,5,5,5,4,5,4,5,4,5,5,5,4,5,1,1,1,5,1,4,1,5,4,4,3,4,1,4,1,1,2,1,1,1,2,1,4,2,1,2,4,1,2,1,9,9,22397.7,83249.3,26097.9,0,1,-2,-1,0,0,0,1,4,-1,0,0,1,1,-1,0,1,0,2,1,1,-3,-2,0,-3,2,0,0,0,-4,-1,1,0,1,2,1,0,0,0,1,4,1,0,0,1,1,1,0,1,0,2,1,1,3,2,0,3,2,0,0,0,4,1,1,0
mNVQOYvN9lg,xebWAEkM,05/01/2025 21:42,05/01/2025 21:57,938,1,14.153.37.44,114.134065,22.696644,广东省,深圳市,COMPUTER,Windows,Chrome,2560px*1440px,1,0,1,1,0,9,1,4,2,1,3,5,4,4,4,3,1,2,4,4,3,4,3,4,1,2,2,2,1,3,2,4,1,4,2,5,3,3,2,5,2,4,2,3,2,3,1,4,2,5,2,4,2,3,2,5,2,4,2,5,5,5,4,4,5,5,5,4,5,5,4,3,2,3,1,4,3,4,3,4,3,4,3,5,2,2,1,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,9,9,24254.1,22938.9,32976.8,-1,0,-1,1,1,-1,0,0,3,-5,-4,1,1,-2,-3,1,1,0,0,-3,0,-1,-2,1,-3,5,3,-3,0,0,1,0,1,0,1,1,1,1,0,0,3,5,4,1,1,2,3,1,1,0,0,3,0,1,2,1,3,5,3,3,0,0,1,0,0
WQ2ZGEybo0y,z7ANlN9L,05/01/2025 21:37,05/01/2025 21:57,1197,1,220.202.250.102,113.049341,28.167113,湖南省,长沙市,COMPUTER,Windows,Chrome,1536px*960px,1,0,1,1,0,9,2,4,4,1,3,4,3,4,2,5,2,4,5,4,3,4,2,5,2,4,3,3,2,4,2,5,2,4,2,4,2,2,2,4,2,5,2,3,1,3,2,4,2,4,2,4,2,2,2,4,1,4,2,5,5,4,3,4,4,4,4,5,4,5,5,4,2,4,3,4,1,4,2,4,2,5,1,4,2,4,2,2,2,2,2,1,2,2,1,2,1,2,4,2,2,2,9,9,37678.1,44966.6,29148.1,1,-1,1,0,0,0,1,-1,2,-2,1,1,2,-1,1,-2,1,-1,-1,1,3,1,-1,0,0,0,-1,0,1,2,-1,1,1,1,1,0,0,0,1,1,2,2,1,1,2,1,1,2,1,1,1,1,3,1,1,0,0,0,1,0,1,2,1,1,0
lAGkWvO5g6p,AM9P9Pne,05/01/2025 21:46,05/01/2025 21:56,588,1,112.12.130.135,120.556131,28.163777,浙江省,温州市,COMPUTER,Windows,Chrome,1920px*1080px,1,0,1,1,0,9,1,3,3,1,3,4,4,5,5,4,4,2,4,4,4,5,5,4,4,4,4,2,1,1,1,5,4,4,4,5,5,5,5,4,4,5,5,2,2,1,1,5,4,5,5,4,5,5,4,5,5,4,4,5,5,5,4,4,5,4,5,5,4,5,4,1,1,2,2,5,4,4,4,5,5,4,4,4,4,5,5,2,1,1,1,1,4,4,5,4,2,1,2,1,2,2,9,9,31757.2,37610.3,47485.8,0,1,-1,1,1,-1,0,0,6,-6,-4,3,0,0,-1,1,0,-1,0,0,-1,1,0,0,-6,6,3,-2,0,0,1,-1,0,1,1,1,1,1,0,0,6,6,4,3,0,0,1,1,0,1,0,0,1,1,0,0,6,6,3,2,0,0,1,1,0
Xy4Zj5Q3ODj,5LmZ9Npe,05/01/2025 21:33,05/01/2025 21:52,1115,1,223.88.65.136,113.679349,34.734725,河南省,郑州市,COMPUTER,Windows,Chrome,1280px*720px,1,0,1,1,0,9,2,4,6,1,3,4,1,2,2,5,1,4,4,2,2,5,2,5,4,4,3,4,1,2,2,5,3,4,2,3,2,2,2,5,2,4,1,2,1,3,1,4,2,5,2,5,2,3,2,4,3,4,2,5,4,5,4,4,5,3,4,5,4,5,4,4,1,3,1,4,2,5,2,3,2,3,2,5,2,5,2,2,1,2,2,2,3,2,3,1,2,2,2,1,2,2,9,9,73977,89172.7,26298.4,1,-1,0,-1,-3,0,1,2,1,-1,0,1,-1,0,1,-2,1,1,0,1,1,0,1,-1,1,1,0,-1,-1,0,1,3,1,1,0,1,3,0,1,2,1,1,0,1,1,0,1,2,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,3,0
Xy4v238rwWO,p7Y0GzaM,05/01/2025 21:30,05/01/2025 21:41,667,1,117.140.171.142,110.1564735,22.6283449,广西壮族自治区,玉林市,COMPUTER,Windows,Chrome,1536px*864px,1,0,1,1,0,9,1,5,2,1,3,4,4,4,3,5,1,5,5,4,2,5,1,5,2,4,2,2,1,4,1,5,2,5,2,5,2,3,2,5,1,5,1,3,1,4,1,5,2,5,2,5,1,3,1,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,1,4,1,5,3,4,3,5,2,5,2,5,1,5,1,1,1,1,2,2,1,1,3,1,2,1,3,2,2,2,9,9,45423.9,64447.8,27724.2,-1,0,0,0,0,-2,0,5,1,-5,0,2,1,-1,-1,3,2,0,-1,-2,2,0,0,0,0,5,-1,-4,1,-1,1,2,1,0,0,0,0,2,0,5,1,5,0,2,1,1,1,3,2,0,1,2,2,0,0,0,0,5,1,4,1,1,1,2,0
bo38JAjGm5Y,VMJr2JkM,06/01/2025 09:03,06/01/2025 09:13,618,1,42.234.244.163,114.3441582,34.7878789,河南省,开封市,COMPUTER,Linux,Chrome,1920px*1080px,0,0,1,1,0,9,1,4,3,1,3,4,4,4,4,4,1,4,5,5,2,4,1,4,2,3,3,4,3,5,2,4,1,4,2,5,2,2,1,4,2,5,2,2,1,3,2,4,3,4,4,5,2,4,3,5,5,4,4,2,2,1,2,3,2,3,4,4,2,4,3,4,2,5,2,4,1,3,2,4,1,3,2,4,1,3,2,2,2,1,1,2,2,1,1,2,2,2,2,1,2,2,8,9,4934.6,29272,36923.6,4,-2,0,4,-2,2,0,5,3,-5,0,5,0,2,-2,4,0,1,-1,0,0,0,-2,1,1,4,-1,-1,-2,0,0,2,4,2,0,4,2,2,0,5,3,5,0,5,0,2,2,4,0,1,1,0,0,0,2,1,1,4,1,1,2,0,0,2,1
NPXaJ3zk1Gb,kM1KR3OL,06/01/2025 08:24,06/01/2025 08:42,1073,1,60.8.75.118,114.871238,40.775711,河北省,张家口市,COMPUTER,Windows,Chrome,1440px*900px,0,0,1,1,0,9,2,2,5,1,3,2,1,1,2,2,4,4,2,2,3,3,2,2,2,3,4,3,2,3,2,2,2,3,2,4,3,2,2,4,3,4,3,3,2,3,2,4,3,2,3,4,2,2,2,4,4,4,3,3,3,4,3,4,2,4,5,4,3,4,4,3,2,2,2,3,3,2,3,4,4,4,3,4,3,3,2,2,2,2,2,1,2,2,3,1,2,2,4,3,3,3,8,9,37796.6,135343.8,27126.8,0,0,-1,2,0,-1,0,1,-3,1,0,-2,-1,-1,-3,1,-1,0,0,-2,2,-2,-1,1,2,-1,-1,2,3,-2,2,1,0,0,1,2,0,1,0,1,3,1,0,2,1,1,3,1,1,0,0,2,2,2,1,1,2,1,1,2,3,2,2,1,1
Xy4Zv2rj8yw,KLO4drEe,06/01/2025 00:59,06/01/2025 01:09,603,1,220.178.45.242,117.2772718,31.8710932,安徽省,合肥市,COMPUTER,Windows,Chrome,1280px*720px,0,0,1,1,0,9,2,5,2,1,3,4,3,5,3,4,2,3,5,4,2,5,2,4,4,4,4,4,4,2,2,3,4,2,3,2,2,2,2,3,2,4,4,2,2,3,5,2,4,3,3,4,2,2,5,2,4,3,3,2,1,1,3,4,4,3,4,3,3,2,4,4,3,3,2,4,3,4,4,3,4,3,4,3,2,2,3,4,5,5,4,5,4,5,3,3,4,4,4,5,4,5,8,9,60282.1,48648.4,28785.8,1,1,0,0,-2,3,2,1,4,1,2,4,3,3,3,-1,1,1,3,0,2,-4,-2,1,-2,1,1,-4,-3,-4,-3,3,1,1,0,0,2,3,2,1,4,1,2,4,3,3,3,1,1,1,3,0,2,4,2,1,2,1,1,4,3,4,3,3,1
lAGkA9RnVnp,J7qyZNg7,05/01/2025 23:01,05/01/2025 23:16,925,1,112.97.61.32,113.953713,22.631298,广东省,深圳市,COMPUTER,Windows,Chrome,1276px*718px,0,0,1,1,0,9,1,5,4,1,3,2,2,2,1,4,3,3,3,4,3,4,3,4,4,4,4,5,5,4,5,3,4,2,3,2,2,2,2,3,3,4,2,1,2,2,2,4,3,4,4,4,4,4,5,3,4,4,4,2,1,2,2,2,1,2,1,2,2,1,2,4,4,4,4,2,2,3,2,2,1,2,2,2,2,3,2,4,5,4,4,5,4,5,4,4,4,4,5,4,4,5,8,9,48494.2,10494.6,57947.8,6,-6,-3,0,-4,5,0,3,1,1,-1,1,0,3,1,0,-1,2,0,3,0,1,-2,1,4,-5,-2,2,-4,3,-3,4,6,6,3,0,4,5,0,3,1,1,1,1,0,3,1,0,1,2,0,3,0,1,2,1,4,5,2,2,4,3,3,4,1
Xy4Zy0v6ZgG,DMxXgd5M,05/01/2025 23:02,05/01/2025 23:14,722,1,120.235.235.153,113.533121,22.348745,广东省,珠海市,COMPUTER,Windows,Chrome,1440px*900px,0,0,1,1,0,9,2,4,2,1,3,3,3,2,2,4,3,4,4,4,2,4,2,5,3,4,3,4,4,4,2,4,2,4,2,4,2,4,2,4,2,5,2,3,2,3,2,4,3,4,2,4,2,3,3,4,3,4,3,3,3,2,2,3,4,2,3,3,3,4,4,4,2,3,2,4,2,4,2,4,3,3,3,4,2,3,2,3,2,3,3,2,2,2,2,2,2,3,4,3,4,4,8,9,50104.4,57040.4,26117.5,2,-2,0,1,1,1,1,2,-1,-1,0,0,1,1,1,0,-1,2,0,0,-1,-2,-2,0,2,1,0,1,-1,-2,-2,2,2,2,0,1,1,1,1,2,1,1,0,0,1,1,1,0,1,2,0,0,1,2,2,0,2,1,0,1,1,2,2,2,1
mNVQPZl2kmD,z7ANlN9L,05/01/2025 22:48,05/01/2025 23:03,931,1,220.202.250.102,113.049341,28.167114,湖南省,长沙市,COMPUTER,Windows,Chrome,1536px*960px,0,0,1,1,0,9,2,4,4,1,3,4,3,4,2,5,2,4,5,4,4,4,2,5,2,4,3,4,4,4,2,4,1,4,2,5,2,2,2,4,2,4,1,3,2,3,2,4,2,4,2,4,2,4,2,4,1,4,2,3,3,2,2,2,2,2,3,3,2,2,3,4,2,4,3,3,2,4,2,4,3,4,2,4,2,4,2,2,2,3,2,1,1,2,2,2,1,2,4,2,2,2,8,9,72242.8,30563.4,29300.3,2,-2,0,1,-1,0,0,0,2,-1,1,1,0,-2,1,-2,0,1,-1,-1,1,-1,0,-1,0,0,-2,-1,0,1,-1,1,2,2,0,1,1,0,0,0,2,1,1,1,0,2,1,2,0,1,1,1,1,1,0,1,0,0,2,1,0,1,1,1,1
mNVQWNZpBwD,me3g2nNe,05/01/2025 22:31,05/01/2025 22:44,791,1,58.17.9.39,115.788558,28.65761,江西省,南昌市,COMPUTER,Windows,Chrome,1536px*864px,0,0,1,1,0,9,1,4,2,1,3,4,4,5,4,4,1,5,5,4,2,4,1,4,2,1,1,5,4,4,1,5,2,4,1,4,2,2,2,4,2,5,1,2,1,2,2,4,1,4,2,4,1,1,1,5,2,4,1,4,4,4,3,4,5,5,5,4,5,4,4,5,2,5,2,4,2,4,1,4,1,5,2,4,2,3,1,2,2,1,1,1,1,1,2,2,2,2,1,3,2,2,8,9,60648.6,57613.4,26502.5,5,-2,1,0,1,-2,0,0,5,-5,1,1,3,-1,-4,0,1,1,-1,0,3,1,-2,0,1,4,-1,-1,1,0,2,0,5,2,1,0,1,2,0,0,5,5,1,1,3,1,4,0,1,1,1,0,3,1,2,0,1,4,1,1,1,0,2,0,1
lAG9zlVb0rq,p7YV3mZL,07/01/2025 01:01,07/01/2025 01:14,781,1,101.91.147.11,121.4767528,31.224349,上海市,市辖区,COMPUTER,Windows,Chrome,2048px*1152px,1,0,1,0,0,1,1,4,6,1,3,2,2,2,2,4,1,2,4,5,4,4,4,4,2,2,2,4,1,4,2,5,2,4,2,5,2,4,1,4,1,4,2,5,2,4,1,4,2,4,1,4,2,5,2,5,2,4,1,4,5,4,5,4,4,5,4,5,4,5,5,4,1,4,1,4,1,4,2,5,2,5,2,5,2,4,1,2,1,2,1,1,1,2,2,1,2,2,2,1,2,1,1,1,4210,9280.9,1780,-1,0,1,-1,0,1,-1,0,-5,-1,-2,0,0,-4,-3,-1,0,1,-1,1,1,-1,1,0,4,2,2,0,1,4,3,1,1,0,1,1,0,1,1,0,5,1,2,0,0,4,3,1,0,1,1,1,1,1,1,0,4,2,2,0,1,4,3,1,0
WQ2yWWrZgP0,5LmdrPA7,07/01/2025 00:46,07/01/2025 01:02,961,1,183.198.147.45,117.9410327,40.9762977,河北省,承德市,COMPUTER,Windows,WeChat,1920px*1080px,1,0,1,0,0,1,2,3,4,1,3,3,3,3,3,4,2,3,4,4,2,5,2,4,2,3,2,3,1,4,2,4,3,5,2,4,3,3,2,3,1,4,1,4,1,4,2,5,2,5,1,4,2,2,2,3,2,3,1,4,5,5,4,4,5,4,4,5,5,5,4,4,2,3,2,4,2,4,3,5,1,2,2,4,1,3,2,2,1,2,3,1,1,3,3,2,1,1,5,2,1,2,1,1,59219.4,59177.6,48874.9,-1,0,-1,-2,1,-1,1,1,-2,-3,-3,-1,3,0,1,-1,0,-1,-1,0,0,2,0,-1,1,2,1,-1,-2,1,0,1,1,0,1,2,1,1,1,1,2,3,3,1,3,0,1,1,0,1,1,0,0,2,0,1,1,2,1,1,2,1,0,1,0
vwkj5K0jGlA,DMxpnGrM,07/01/2025 00:36,07/01/2025 00:50,808,1,123.11.117.14,112.5535798,32.997281,河南省,南阳市,COMPUTER,Windows,WeChat,1920px*1080px,1,0,1,0,0,1,2,3,4,1,3,4,3,4,3,5,3,4,5,4,3,4,1,5,2,5,4,3,2,4,1,4,1,4,3,5,3,4,1,5,2,3,1,3,2,5,2,3,2,5,2,4,1,4,1,3,2,3,2,4,4,5,4,4,3,5,3,5,3,4,4,4,2,5,3,3,2,4,1,4,1,4,2,3,2,5,1,1,2,1,4,3,1,2,1,2,3,2,5,3,5,5,1,1,12652.7,4970.3,41446.8,-1,1,0,0,1,-2,2,1,0,-2,1,0,0,-2,4,-2,2,-2,-1,1,-1,1,0,0,1,1,-2,1,0,1,-2,3,1,1,0,0,1,2,2,1,0,2,1,0,0,2,4,2,2,2,1,1,1,1,0,0,1,1,2,1,0,1,2,3,0
Q1kVYqy3VOB,BepNbpB7,06/01/2025 23:06,06/01/2025 23:26,1220,1,117.68.113.95,116.4929402,31.725667,安徽省,六安市,COMPUTER,Windows,Chrome,1920px*1080px,1,0,1,0,0,1,2,4,3,1,3,5,5,5,5,4,1,4,4,5,2,5,1,4,1,1,2,5,2,5,2,4,1,4,1,5,2,5,2,4,1,4,1,5,2,5,1,4,1,4,2,5,2,5,1,4,1,4,2,5,4,5,5,4,5,4,4,5,4,5,5,5,2,5,1,4,1,4,2,5,2,5,1,4,1,4,2,1,2,1,1,2,1,2,1,1,2,1,4,1,2,1,1,1,845.3,1081,21929.4,0,-1,0,1,0,-1,0,1,0,-7,0,0,0,0,-3,0,0,1,0,-1,0,1,0,-1,0,7,0,0,0,0,3,0,0,1,0,1,0,1,0,1,0,7,0,0,0,0,3,0,0,1,0,1,0,1,0,1,0,7,0,0,0,0,3,0,0
mNVy31R6VQn,o7jYY1KM,06/01/2025 22:54,06/01/2025 23:13,1134,1,180.102.128.108,118.779015,32.056852,江苏省,南京市,COMPUTER,Windows,Chrome,1920px*1080px,1,0,1,0,0,1,1,4,2,1,3,4,4,5,3,4,2,3,4,5,1,4,2,5,2,5,1,4,1,4,2,5,1,4,1,4,1,2,3,4,3,4,2,5,2,4,1,5,2,5,3,4,1,3,2,4,1,4,1,4,5,5,4,4,5,4,5,5,4,5,4,5,1,4,1,4,2,5,2,5,2,3,2,5,3,4,2,2,2,1,2,1,2,2,1,2,1,2,4,2,1,1,1,1,6917.7,3505.5,27402,-1,0,-1,3,-1,-1,0,-3,0,-4,-3,1,2,0,2,-1,1,1,0,-2,2,0,1,0,0,5,2,0,-1,-1,-1,-2,1,0,1,3,1,1,0,3,0,4,3,1,2,0,2,1,1,1,0,2,2,0,1,0,0,5,2,0,1,1,1,2,0
Xy4VZmOovb5,KLOkgQAL,06/01/2025 22:35,06/01/2025 22:53,1085,1,121.14.201.59,113.269904,23.124686,广东省,广州市,COMPUTER,Windows,Chrome,1920px*1080px,1,0,1,0,0,1,2,5,4,1,3,4,4,5,4,4,1,4,4,5,2,5,1,4,2,2,2,4,1,4,2,5,2,4,1,5,2,2,2,5,3,4,2,5,2,4,1,4,2,5,1,4,1,3,2,5,1,4,3,4,5,4,4,5,4,5,4,4,5,4,4,4,3,4,2,5,2,4,1,4,1,2,2,5,2,3,3,2,1,1,1,2,2,2,1,2,1,1,4,2,2,1,1,1,10623.6,8067.6,25804,-1,0,0,0,0,-1,0,-1,0,-5,-1,0,3,0,-3,0,0,-2,0,0,-1,1,-1,0,-1,3,1,0,-4,0,2,-1,1,0,0,0,0,1,0,1,0,5,1,0,3,0,3,0,0,2,0,0,1,1,1,0,1,3,1,0,4,0,2,1,0
Q1kV6DAQ8NW,BepX0zwe,06/01/2025 22:26,06/01/2025 22:35,531,1,183.199.254.157,115.869989,39.326503,河北省,保定市,COMPUTER,Windows,Chrome,1280px*720px,1,0,1,0,0,1,2,4,2,1,3,5,4,4,4,5,2,5,4,1,2,5,2,5,2,2,1,4,1,4,1,4,1,3,2,5,2,3,1,4,1,4,1,4,1,4,1,4,3,5,2,5,2,2,2,5,2,3,1,5,4,5,4,5,4,5,5,4,5,4,5,5,2,5,2,3,1,4,1,4,1,3,1,2,2,3,2,2,1,2,2,2,1,2,1,2,1,2,2,1,2,1,1,1,29789.1,14019.6,31567.5,0,0,-2,2,1,1,0,1,1,-6,1,1,-1,0,-1,0,2,-2,0,1,-1,1,-3,-2,1,4,-3,2,1,2,-2,-1,0,0,2,2,1,1,0,1,1,6,1,1,1,0,1,0,2,2,0,1,1,1,3,2,1,4,3,2,1,2,2,1,0
Q1kY8rmVaGY,nePO0QnL,07/01/2025 00:50,07/01/2025 01:07,981,1,113.68.182.95,113.181076,23.451229,广东省,广州市,COMPUTER,Mac OS X,Chrome,1440px*900px,0,0,1,0,0,1,1,4,4,1,3,5,4,4,5,4,1,2,5,4,2,5,2,5,2,2,1,5,4,4,1,2,2,5,2,4,4,4,4,5,1,4,1,4,1,4,1,2,4,1,2,5,2,2,1,2,1,4,4,2,1,2,1,2,2,1,2,1,2,1,2,4,1,4,1,5,2,5,2,5,2,4,1,4,1,4,1,2,1,2,1,1,2,1,2,1,2,1,1,2,2,1,16,1,15121.7,33927,32913.1,1,-3,4,2,1,-5,3,3,1,-7,3,4,2,-1,1,2,-1,3,3,0,1,5,-1,0,-1,7,4,-2,0,1,1,1,1,3,4,2,1,5,3,3,1,7,3,4,2,1,1,2,1,3,3,0,1,5,1,0,1,7,4,2,0,1,1,1,1
nZo8801bv5d,pLzRj03L,06/01/2025 22:59,06/01/2025 23:18,1139,1,111.40.89.213,125.0883258,46.5794123,黑龙江省,大庆市,COMPUTER,Windows,Chrome,1536px*864px,0,0,1,0,0,1,1,2,5,1,3,4,4,5,5,4,1,4,5,5,2,4,1,4,1,2,2,4,1,4,1,5,2,4,1,4,1,2,1,4,2,5,2,4,1,4,1,5,2,2,2,5,2,2,1,5,2,4,1,4,5,4,5,5,4,4,5,4,5,4,4,5,1,4,1,4,1,5,2,4,1,4,1,4,2,5,1,2,1,2,2,1,2,2,1,1,2,2,4,2,1,2,16,1,34311.5,38944,26171.9,0,0,2,1,-1,1,0,-1,1,-7,1,2,2,0,-3,0,1,0,0,0,2,0,0,1,0,7,1,-1,-1,1,3,0,0,0,2,1,1,1,0,1,1,7,1,2,2,0,3,0,1,0,0,0,2,0,0,1,0,7,1,1,1,1,3,0,1
NPXVby4Nlqm,BMD1G0o7,06/01/2025 22:52,06/01/2025 23:06,849,1,223.73.150.47,114.0867734,22.5383279,广东省,深圳市,COMPUTER,Windows,Chrome,1680px*1050px,0,0,1,0,0,1,1,4,3,1,3,4,4,5,5,4,2,4,5,3,2,5,1,4,2,2,2,2,1,3,2,3,1,4,2,5,2,2,2,5,2,4,1,3,2,5,1,4,1,3,2,2,2,1,2,3,1,4,2,5,5,4,4,5,3,5,5,4,3,5,4,5,1,4,2,2,1,4,1,3,2,2,1,4,2,5,2,2,1,3,1,2,2,1,2,2,1,2,3,1,2,1,16,1,27499.7,24122.5,24706.7,-3,0,0,0,4,0,2,0,1,-6,1,0,5,1,-1,-1,4,0,-1,1,-2,1,0,-1,0,6,-2,1,-3,0,3,0,3,0,0,0,4,0,2,0,1,6,1,0,5,1,1,1,4,0,1,1,2,1,0,1,0,6,2,1,3,0,3,0,1
lAGQpgVAYoJ,5LmQxzpL,06/01/2025 22:42,06/01/2025 22:57,910,1,39.146.141.202,116.899744,32.605058,安徽省,淮南市,COMPUTER,Windows,Chrome,1707px*1067px,0,0,1,0,0,1,2,4,2,1,3,4,5,4,4,2,1,4,5,2,3,2,2,1,1,1,1,5,5,2,4,2,1,1,1,2,4,4,5,1,1,2,1,2,1,3,2,3,4,4,4,5,2,1,4,2,5,4,5,2,1,1,2,1,1,1,2,1,1,2,1,5,5,5,5,2,1,2,2,2,4,4,5,1,1,1,1,2,1,2,1,2,1,1,2,1,2,2,2,1,1,2,16,1,50043.9,63693.3,37482.6,2,-6,-4,6,0,-3,-3,8,3,-6,-1,6,-2,1,-4,8,3,-1,1,-1,0,0,-1,0,2,-1,-2,-1,2,-4,0,0,2,6,4,6,0,3,3,8,3,6,1,6,2,1,4,8,3,1,1,1,0,0,1,0,2,1,2,1,2,4,0,0,1
WQ2VrWdw2Db,5LmZ9yOe,06/01/2025 22:46,06/01/2025 22:56,637,1,112.82.134.190,119.9393911,31.7558433,江苏省,常州市,COMPUTER,Windows,Chrome,1280px*720px,0,0,1,0,0,1,2,4,3,1,2,4,3,3,2,4,4,3,3,4,4,4,2,2,2,3,4,4,4,2,3,2,4,4,1,5,2,4,2,3,1,4,1,3,2,2,3,2,4,4,1,4,2,3,4,4,2,4,1,3,4,3,4,4,2,4,4,4,4,2,5,3,3,5,1,4,1,5,1,4,3,4,2,3,1,5,1,2,3,3,3,2,2,1,2,2,1,2,3,4,2,3,16,1,64203.5,72399.8,38835.3,1,-2,0,0,2,2,-1,1,2,0,1,-2,1,0,-3,-3,2,3,3,3,-1,-1,1,0,1,1,2,5,0,1,3,4,1,2,0,0,2,2,1,1,2,0,1,2,1,0,3,3,2,3,3,3,1,1,1,0,1,1,2,5,0,1,3,4,1
